City,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019
Trinidad,490309.2747,491812.2043,498417.7929,505300.3153,508794.2719,507337.1008,507549.0243,510442.5384,512146.32,510208.5675,507741.5144,506507.2282,503493.5682,499479.2166,496918.6068,497769.1878,498490.8082,496255.5928,497426.1165,494426.754,490958.9204,484209.9632,479611.3336,476268.2562,471013.9375,464907.1841,459699.1849,455223.5986,449925.2339,444935.7755,437269.3718,429778.4254,420919.6584,415672.6778,413147.2691,415029.1205,418838.2884,422187.6093,425096.2587,428789.7721,433299.861,437311.0593,436330.2205,434463.7093,433983.9926,437250.6691,442399.1234,443916.9085,443842.7504,444658.3268,448760.3585,450422.1646,448803.6827,442659.7862,436502.5386,431270.4003,430613.5288,436561.8317,442928.072,447948.1014,448899.7866,451592.5801,452989.3338,456331.4952,457981.0528,458268.3774,455541.5007,452955.1435,454163.1762,457789.2599,462912.8107,467661.2844,473769.4199,478346.7627,480186.5126,480889.4691,482711.0608,487568.1774,492852.6155,495353.0957,498016.4104,500288.2558,506218.8308,513745.1423,521631.2046,528718.5812,531605.4324,533756.0379,537091.7987,542348.2495,548492.7682,554186.5572,560836.7432,568849.024,575499.0518,581102.6139,583035.9558,583332.07,584458.1988,586651.7215,589341.7446,589133.2785,585109.1686,581707.995,579074.9769,579039.4515,576932.2004,573853.25,571697.5172,571270.8226,573754.5502,578161.2303,583633.2342,591417.7819,595682.4752,598347.6389,597151.0441,598115.2421,600048.8747,600438.1583
Borrego Springs,200524.9667,197965.9745,196660.2714,196412.122,194371.0516,191128.7967,187238.6096,184092.6269,181889.518,178924.4517,176286.6812,172795.7998,169479.7511,165908.751,161865.5796,157615.1237,154235.2405,152084.2396,150605.4968,149547.7514,149014.2353,148576.9466,149107.026,150400.8965,151870.9907,152451.2567,152589.853,152628.4484,152838.3397,152873.2701,153202.4387,153055.756,153268.1442,154246.8509,155925.7708,158041.372,159828.2887,161489.843,161639.9437,161574.3748,161622.4206,164172.404,167159.2145,171342.8685,176179.0378,181765.5176,185300.4584,187378.1198,190033.4459,192919.5963,194657.4349,193222.904,192667.2369,192086.795,192131.0528,191893.9021,192586.5538,194450.3,197542.3807,199782.0243,200553.3031,199672.029,199673.4883,201174.9368,203034.0478,204269.6591,204734.9537,205464.8626,207006.8642,208441.2971,209512.7675,209169.7211,210119.6135,211546.5149,214317.7967,216987.9448,219110.7651,220543.5144,220289.6531,219726.2357,218462.4923,218476.6861,219557.2232,222252.4502,225051.8829,228155.9514,230552.6549,231898.2917,230806.9935,228787.9399,227659.5095,228354.7933,229907.6352,231078.7446,232107.3652,232936.4998,233415.7064,234247.8762,236129.6582,238316.4873,239727.0707,240072.6383,239731.3267,238629.1829,236777.3273,235395.1217,234959.3762,235040.1908,234768.0364,233950.9655,233526.1441,234186.9552,234908.7297,235445.2845,235615.4345,236331.0052,236341.2317,235914.72,235603.1915,236374.4733
West Point,97095.94176,96818.66639,96758.29367,96901.37907,96952.49874,96800.08571,96571.11799,96265.57478,96745.30742,97502.40952,98425.84829,98663.31518,98901.72855,99112.50169,99059.90339,98698.055,98187.87497,97567.33095,96969.75024,96601.5688,96475.07592,96357.95193,96646.04698,97172.28082,97884.36416,98477.32529,98989.28323,99181.0263,99534.2341,99281.48397,98885.00226,98388.46104,98831.97886,99733.44257,100143.9026,100251.6715,100151.0248,100598.7761,101388.7523,102937.3156,104779.5748,106990.8965,108971.4264,110171.1008,110944.9028,111586.7514,112606.4164,114113.9567,116073.8064,118495.6594,121343.7703,124451.3688,127824.5984,130268.7539,132183.6279,133105.4131,133963.7281,133964.3273,133352.7501,133084.1407,133173.225,133807.9953,134278.4441,135867.4005,138390.2725,141203.5354,143623.4215,145531.4476,147278.7656,148614.806,150074.1204,152002.8359,154911.8095,157676.7286,160132.5686,162708.2752,166321.9168,169740.762,172661.5269,175290.8108,177694.5629,179699.7735,181192.8781,183037.0166,184715.5513,186674.7853,188809.489,191246.9576,192892.6605,193683.4634,193832.2058,193866.1386,194616.6682,196226.3182,198593.86,201046.3992,203812.3854,206640.5727,209576.7742,211313.3825,212539.8026,212959.3371,213843.0301,214942.6921,216209.0084,217278.9489,217580.9052,218516.3898,220087.872,222605.7043,224909.6655,225968.4172,227117.4215,228179.7438,230038.802,231019.1908,230767.1526,230055.3223,229430.405,229522.9069
White Water,87516.51393,87064.15664,87024.12587,86819.26382,86814.25502,86476.17495,86318.54089,84994.24338,83763.31162,81401.40728,80368.30479,80075.70928,80841.93488,81731.90762,82008.94263,81390.62163,80447.07214,78974.62614,77797.01339,76953.27458,76940.4456,77445.33319,77832.43312,78107.41091,78239.92169,78116.8901,77540.14667,77021.17065,76975.03788,77497.38303,78262.21641,78703.39411,79746.59942,81134.02989,82905.43028,84138.09158,84981.85004,85534.80762,86416.52465,87621.84289,89167.88065,91009.10174,93010.4832,95375.75777,97020.77945,98797.29011,100085.742,101324.0155,102445.7059,103696.0282,105155.7687,106825.4494,109098.3613,111958.8759,114974.2504,117769.2061,120214.686,122106.2524,123826.4756,124761.078,124968.0321,124391.3369,123879.6777,124368.1908,125424.8917,126594.6486,127783.2975,129691.0857,132447.8225,135748.0985,138727.8239,141608.858,143249.0928,144173.6142,144816.0918,146849.8236,149291.1682,151922.7805,152575.9119,152333.9881,150625.065,148964.2393,147433.9456,146333.0153,147139.4177,149797.561,154859.3683,159320.1719,162917.478,165543.3044,169243.0823,173738.8371,178645.8373,183070.1715,186565.2524,189318.3873,190835.0528,191795.5356,192290.9822,192601.1862,194027.7941,195967.7845,198945.7503,201278.9572,203195.5904,204919.8406,206410.3177,207770.2033,209048.583,210190.9575,211160.5361,211122.8129,210970.5771,211116.2041,212211.5653,213249.9799,213454.8783,213344.3388,214016.2886,215682.4916
Maricopa,72244.3355,73061.76176,74433.21945,75540.27248,75923.761,74444.02854,71469.17278,68625.41999,65703.11981,64256.03861,63292.19092,63504.11799,64290.92461,64924.54555,65266.55097,64752.80224,63176.00864,61711.15246,60859.94494,61218.86102,60372.06271,58827.07654,56767.25967,55621.58408,54312.62973,53170.81065,51698.16443,50673.95772,50077.57801,49896.58432,49558.79217,49256.95571,49476.43048,50672.27266,52089.28278,53321.25753,53963.95335,54093.07834,54395.24469,55589.94749,57599.60562,59802.03921,60392.65683,60390.54862,60448.56614,61665.25778,63038.82166,63678.36702,64007.47191,64428.2474,65085.29339,66328.55074,67574.63545,69388.74517,70799.5554,71739.71529,72392.32594,72936.26622,74412.86036,75903.35075,77508.55875,78322.77842,79022.70326,79907.97599,81115.88058,82363.71487,83864.60392,86035.28936,88666.27882,91126.04086,92902.08921,93922.50979,94598.63783,94956.59301,95099.60432,94735.5235,94838.22089,94915.26675,95204.08963,94994.45583,95414.73378,96637.67801,98665.94835,100668.9974,102245.1364,101938.2468,100651.5503,99148.67571,99513.4941,100981.0678,101748.2365,102081.3776,102210.4949,104339.8429,106547.9464,109065.0218,111177.2988,113661.9145,116810.5028,119140.9168,121346.2427,122628.3687,123688.2086,124253.6492,124702.9495,125353.8313,126048.8362,125815.9256,125663.0894,125958.8452,126706.1608,126742.1282,125749.2711,124922.7,124330.4496,123934.409,123964.283,124911.7171,126130.6985,126648.3123
Redway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411951.6329,413812.7568,415185.6472,416440.0093,416811.0462,416062.9105,415776.0216,414825.1637,415441.5851,416337.8907,418225.6147,419458.9979,422901.6635,428263.9598,433772.9415,437408.9669,438906.31,439354.3936,438165.572,435389.0705,433659.1329,433628.7229,433342.4267
Mountain Center,221173.3042,221692.7212,220069.1765,218289.9732,217446.5122,216780.8335,215108.2121,211934.5872,210018.5195,209762.2624,212909.245,216398.189,218795.2,219497.8362,219034.9206,218715.1481,217487.9018,215556.8471,213267.8815,211754.2208,208522.5486,204721.7456,201179.1766,200246.5772,200307.7594,199716.9436,198864.2898,198564.4143,199146.0968,199109.3468,197586.6622,196399.8369,197332.7013,201015.9619,205137.9456,209649.571,213481.4479,216044.1601,218157.2385,220590.1566,224153.6791,228084.6112,230759.1211,233243.9532,234539.4941,237154.5455,239758.599,242447.1299,244691.6209,246583.7694,249483.3613,252555.3278,257318.332,261571.6533,264736.192,265594.7808,266439.4188,267749.2188,270357.0303,273415.9577,276999.7089,279013.6773,280705.4284,282239.9535,285193.2054,287895.3455,288767.1801,288853.7146,288419.1507,289728.3959,291578.7786,293800.5256,296806.1924,299558.424,300711.1639,300851.2217,301260.2432,303903.0741,304813.1382,303825.134,299649.0449,295757.7305,291317.4099,287542.1912,286134.1316,288931.8703,295760.9954,303796.9597,310098.9989,315377.0305,318963.863,323599.5539,327332.4651,330548.0274,332553.752,334677.4033,337343.5126,340280.9252,343768.4624,346939.8242,349956.6763,351697.2979,353986.2452,355913.5268,357536.1725,359173.3784,360469.452,362192.8431,363591.0769,365586.7278,367157.479,367693.8597,367172.7649,367534.9102,368157.2482,369088.6428,369997.6581,372240.6613,375133.6804,377746.4002
Nice,87476.00631,87389.71138,87064.6724,86607.66457,86208.45132,85711.76692,85360.06555,85021.61405,85096.98426,85210.70256,85344.32082,85263.55537,85157.36476,84824.52252,84283.23581,83402.06154,82625.215,81930.70202,81613.89336,81295.82215,80797.88524,80939.89403,81505.23069,82683.22031,83084.19989,82937.6499,82768.20277,82686.27913,82961.52515,82735.29029,82447.98364,82533.01768,83116.75269,84566.02589,86686.22261,89006.72968,91169.91169,92095.10941,93518.91704,94981.66684,97827.85643,101223.3528,103772.8815,105407.7917,105580.0242,106221.5057,106861.5388,107513.8491,107587.9392,106993.0726,106671.0857,106779.379,107835.3989,108487.4436,109301.1163,109262.2101,109340.396,109162.2455,109652.0574,109910.2259,110166.3634,110470.4596,111748.5555,113356.2794,115245.1798,116775.6444,118628.1522,120813.781,123569.5741,126901.6126,129718.0143,132367.9775,135120.4981,138069.1731,140063.6996,141044.0034,141645.3811,142938.831,143831.2138,144730.2091,145972.0207,148003.6853,150217.6217,151748.6203,153116.3817,154683.8728,156129.6043,157386.6082,158552.6852,160481.6269,162522.7253,164295.3299,165874.2903,167668.754,169967.5888,172239.4372,174356.0656,175900.4256,176889.3637,177397.8284,178697.4036,180328.5227,182028.622,183175.801,183665.789,183998.8158,182802.7962,182215.4365,183056.6414,185915.4975,189757.9482,193060.7535,195751.1264,196982.1327,197457.917,197875.8778,198394.4686,198964.8027,199148.5403,199021.0881
Forest Ranch,228330.5476,227131.2928,227096.2603,228538.8485,231192.1791,233187.0607,233957.358,232318.4948,229047.7961,226537.6117,225136.1983,224167.3109,220583.0006,216895.4812,212741.6218,210206.3373,207574.3709,206124.4618,204073.0928,203033.5799,200782.8962,198651.513,196114.3672,196605.8828,197519.4741,198761.9248,198624.6176,199713.0907,200470.7314,200583.6952,199863.0612,199751.2487,200049.6021,201466.8211,203025.1571,206085.4158,209393.0706,213153.6959,215479.1126,218324.4526,220873.7189,223545.6694,224182.6035,224403.0117,224219.8942,225107.128,226410.4075,228738.5299,231381.2105,233343.6508,235806.9297,238015.6143,240262.8912,240253.9031,239620.8872,239564.8383,240727.2133,242164.2828,242920.0239,244259.0117,246233.553,249180.5123,251929.5806,253947.8124,255550.7418,256448.7281,256642.9301,256371.7441,256366.5191,257432.5208,258385.7619,259595.3321,261751.2886,264972.0936,267284.0371,267717.3124,267668.5626,267865.1643,268516.0987,268691.7302,269687.9428,271371.9007,274160.3432,277090.1433,280143.2213,282567.2384,284229.6767,285592.6635,286275.3253,287022.6862,287129.896,288257.0331,289510.9404,290412.8585,290657.3702,291613.0903,294071.9844,297161.6383,299743.2111,301044.9897,302063.219,302875.3577,304224.2492,304896.0051,305504.1283,305203.307,304632.9736,305185.1524,308023.1637,312854.958,319092.318,324797.9045,329660.0735,332942.4369,334678.5544,335423.7199,335158.9635,335160.482,336047.932,335949.2366
West Compton,222259.9059,218828.1084,216454.7232,216759.1111,219029.5655,220042.4127,219971.0589,218796.5972,218752.0766,219646.4442,220111.5496,218726.4956,216513.5124,215509.296,215079.2177,213568.536,210514.3713,208315.4261,208012.7725,207827.1202,208018.0453,207287.7076,207385.6336,206948.4418,206491.8658,205607.7442,204972.0127,204874.9786,206944.1314,210681.7031,214554.8624,217930.9067,220682.0337,224912.3927,229908.1823,235573.0178,237962.1937,237362.5293,234852.0853,234882.6295,237556.667,241637.3609,246163.2964,251242.5368,258013.9718,266383.6605,274769.4502,282663.5753,287738.1465,290212.6547,291123.9051,293892.3009,298220.5405,301934.5168,304292.3252,306149.3423,310327.174,315344.7679,320588.5797,323730.9458,324511.8506,323168.5442,322135.2468,322451.1647,324511.3187,326468.8409,327332.0805,326857.6766,325638.1684,323909.1823,321186.6939,318604.6134,320791.9216,328305.6414,337727.8053,345013.6698,350489.4233,355683.389,356428.195,354299.7845,349807.1195,347649.8829,346928.556,347725.982,354123.2744,364575.9692,376503.1011,385957.8637,393400.5085,401177.4051,403879.563,403570.1844,401271.9,402226.8399,404324.893,407707.568,412482.188,418516.8582,423900.8536,429486.1662,435464.0283,442410.3293,449282.2538,457319.3445,466617.3565,475977.7259,483411.7745,488414.3515,487821.7608,482477.248,474690.8644,469774.0614,467906.3189,467148.1636,468812.0838,473599.3888,480265.1604,487276.0026,493174.3592,499372.6933
La Grange,163386.5441,163032.2839,162988.5369,163251.9329,163409.4363,163351.7305,162886.4522,163301.981,163509.707,163395.4475,162482.6179,161464.7777,160673.678,159548.0507,158614.8003,157896.0194,156876.5018,155826.8188,154649.9403,154302.7024,154212.22,154221.8529,153651.6828,152953.1253,152548.0535,152286.8485,151596.2332,151362.159,150962.432,151158.4276,149672.2333,148705.4665,147987.7025,148172.2606,149005.2436,150205.7907,151605.839,151993.6379,152248.4082,153134.0398,155030.2805,157699.8706,159238.3571,160780.5444,162070.5683,165061.1019,168206.5495,171399.5175,174651.4989,177941.7835,181378.0645,184522.4778,187024.6442,188259.1058,187800.9071,187864.9421,188809.2231,191528.6001,194539.3596,197536.5807,199117.1025,199894.7889,200809.3404,203016.4836,205606.2509,207503.351,209286.1496,211210.7486,213610.762,216350.2661,219408.9633,222598.9962,226028.919,228961.4561,231671.8303,233988.4304,236107.1352,237680.8745,238535.1021,239569.3542,240613.3451,242257.0676,244371.3971,247410.7604,250245.0046,253122.6534,256125.2232,258749.9458,260584.2719,262267.2966,264223.8722,266552.3909,268453.5804,270325.87,272132.4025,274188.8136,276210.6944,277744.3976,278820.9781,280254.2225,282119.548,284060.5058,285922.4436,287509.3916,288054.8156,287903.6515,287409.1573,287760.213,288288.2302,289066.3126,290446.3129,291747.6091,293002.1108,293962.6134,295249.1795,296602.5677,297601.3255,297797.399,298186.6055,298442.2942
Cayucos,613528.4202,603659.441,596330.1314,595695.0055,597910.9132,598468.8392,595365.2735,590801.9484,582095.5135,573681.8359,567664.1036,566468.0218,562545.3877,560508.3016,553723.3322,550518.1526,542988.9297,540341.6752,532948.5852,527262.6022,526665.7395,532451.4726,541149.079,548304.9865,550209.6873,547400.2107,542765.1063,541930.9502,544085.3216,548737.0203,553362.8481,558457.5817,560874.4631,564152.1242,571770.8448,579597.3944,586398.784,586359.8313,587046.2243,591896.1225,601915.9228,611771.7147,615402.6494,614826.9083,616519.4705,622087.2667,631205.3745,639709.4513,646098.6393,652789.1181,658186.3145,667097.2773,677607.1772,686090.4222,689805.5489,688746.2947,691493.5049,697986.2357,708025.674,716117.8871,723926.4495,729115.8245,734690.0755,742120.3109,752173.8168,761960.3831,761279.2277,751884.0685,737926.5338,724420.4924,714567.6036,705274.0356,708896.8289,722374.0206,741467.5797,754340.9497,761022.6941,768439.9576,775253.8932,779390.7109,783768.7197,790035.3071,802430.053,814545.0338,829308.2977,841337.9846,849340.5955,854267.1963,856103.5063,855957.343,854456.6949,855171.7766,855677.3103,860046.8108,865883.105,877345.0179,888127.1879,895995.8748,901316.8704,900615.5528,901718.6046,902962.517,903369.4355,900971.638,897115.0913,898863.5501,905131.2971,913518.5598,914708.3599,906363.0235,896743.8029,891419.5233,889711.657,886087.1597,883704.2974,886768.6757,891470.1318,896031.3644,896457.5248,898450.1143
Arnold,224052.2165,223767.2962,223435.6266,223966.8952,224589.0871,224814.3446,224507.3197,224128.2724,223483.6141,222296.1086,220753.5667,219814.659,218962.5718,218650.0913,217462.0651,216365.7049,214855.0425,213745.1027,212771.0138,212082.8686,211846.1854,211623.1409,210747.0245,209597.32,208452.1903,208228.0852,208274.7569,207617.2319,206494.617,204654.2655,203172.2256,200951.226,198616.1858,197345.0851,197447.6427,198821.0061,199666.013,200441.74,201291.0384,202501.6086,205341.1289,208861.2467,213141.5401,216471.5657,219614.6667,223264.7367,226757.0373,230376.7265,232842.9214,235779.3593,238146.4778,239286.374,239659.2489,239060.4645,239446.7668,239041.0172,238873.3212,239288.7914,240133.1426,241769.4745,242396.1463,243274.9313,243469.4506,243626.1223,243749.8409,243777.0454,244373.168,244987.1843,246207.6758,248297.2733,250564.3058,252906.6214,254640.9702,256273.3906,257188.7165,257023.5892,256565.306,256393.9224,257189.852,258187.8011,260039.9574,263094.5082,266854.3441,269936.3113,271035.3858,271269.9411,271827.903,272790.7414,273769.8775,273856.2175,274176.1218,274794.4241,276222.8934,278604.5747,281361.4305,284091.9575,287049.5248,290005.3688,293190.1962,294762.9727,295868.6969,296246.9844,297022.2714,297463.0514,297759.1177,298393.6527,299663.7461,301891.0765,304228.1507,306612.0476,308717.8707,310018.585,310703.5224,310875.1742,310835.1304,310503.2168,309989.9711,309869.7119,310512.6335,311692.5423
Sunol,763073.9637,771209.6208,768876.06,763685.6803,761627.8103,761541.0715,757649.289,745164.4833,729322.6638,716930.352,709856.4557,707328.0803,702294.8557,696894.2074,694324.3475,691527.7345,684760.9502,673736.2794,671579.1277,677293.047,690148.2607,696772.4881,696263.6315,691962.9036,684700.9679,679373.9225,673748.6018,674013.0477,681556.2486,690502.4416,697219.2806,704583.5302,715910.9603,733638.0672,750972.2812,763722.76,775723.6342,779597.3274,787355.8184,795820.7753,815086.5719,838996.0265,856790.3657,864323.7734,861858.3348,861112.1489,865729.1684,871961.4642,875444.4977,874940.5561,877953.2059,888852.7874,905044.5088,911287.9917,908975.8495,905522.8983,909555.8407,920180.6197,933136.106,945855.2246,957621.5404,964626.3773,969277.4166,973544.4085,978504.8141,987420.5692,998803.6167,1016429.654,1028950.787,1046881.643,1065144.775,1091391.718,1114861.556,1136138.998,1150717.878,1158543.054,1160526.666,1160692.204,1152877.575,1141634.917,1129261.413,1125560.995,1127080.777,1140745.967,1157459.493,1174181.784,1182655.168,1188113.95,1187920.947,1190530.678,1189999.876,1194885.345,1201073.977,1205785.613,1211230.215,1213957.136,1228402.558,1242985.809,1268446.641,1283564.21,1293661.606,1292327.891,1287429.211,1285195.454,1278555.353,1273681.584,1267727.269,1257945.469,1246064.589,1230439.052,1217453.915,1208779.874,1204594.252,1201046.46,1200279.712,1199312.507,1203409.721,1204343.372,1203548.086,1201145.667
Weldon,83097.53382,82315.40933,81914.09609,82432.32587,84053.26311,84786.42429,84940.39247,85155.59892,84838.39767,84845.91707,84098.86668,83958.38183,83925.60197,83404.90017,82704.3589,81729.61829,80678.56089,80008.93713,79312.65762,79556.13503,79215.00468,78835.26508,78735.41537,79666.1523,81099.81203,83009.06848,84605.13908,85759.95511,86227.35167,86664.27726,85931.33111,84796.86224,84151.21349,85454.59698,87384.52518,89106.07909,90621.40084,92308.47485,93446.9481,94186.89091,93951.922,93951.16026,92611.38777,91610.41924,91271.99919,93190.66153,95739.21036,97745.36473,99123.36486,100373.1684,101469.9632,102524.3373,103362.1358,103784.1955,103520.495,102395.297,102067.7995,102381.8216,103668.9195,104794.5935,105906.1231,106885.8686,107134.0421,107576.1602,107829.8989,108419.533,108434.7617,108390.7832,108950.8368,109719.8779,110175.2077,110217.487,110580.3621,111754.5952,112808.5399,113344.5598,113172.6405,112845.3715,112056.6916,111657.2527,111393.5943,111778.1392,112142.0226,112713.2364,113763.7957,115629.5233,117607.5514,119393.7142,120178.8052,120734.5979,121006.7543,121752.355,123078.6604,124460.1942,125410.3315,125883.102,126217.8652,126795.2792,127816.0072,128659.457,129794.4356,130313.4571,131071.7046,131338.893,132266.6159,132700.3966,132957.5524,133012.4732,133387.05,133459.5607,133559.8131,133731.9065,134524.4029,135664.8186,137027.1753,138533.9442,139450.7673,140489.829,141524.232,142611.2934
Stratford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94094.63906,95277.33282,96363.73261,98215.23871,99319.50671,99784.59733,100201.772,100326.3134,100677.5186,101254.913,102621.8756,104247.5211,104560.2311,104280.3661,103759.6746,104677.5796,105799.8626,106775.5102,107342.9581,107898.2444,108578.0911,109447.7763,110665.8644,112437.6614,113910.8753,115187.184,115640.6868,115507.869,115205.2056,114665.5529,114200.862,113517.7051,113864.0673,115565.006,118337.9166,121363.5495,123865.5859,125916.1289,127583.2737,129608.4818,131213.8311,133090.2743,134575.8276,136068.5472,136775.0124,136745.4951,137279.6826,137529.3995,138180.1063,138704.5948,139979.3751,141370.3002,141560.6517,142085.5389,142813.2081,144974.2592,146240.2983,146724.6138,146849.7278,147229.9228,148463.3494,150099.0839,151325.4448,152543.2502,153171.5408,154863.7187,156384.5154,158022.3733,158662.7863,159379.1542,160288.2979,161468.8935
Fall River Mills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189093.1436,190444.4023,191197.7609,191835.0327,191711.7353,191494.1296,192239.8357,192870.9461,193059.4517,193112.6425,193984.2624,195882.1475,198749.0551,201982.9473,204998.1106,206677.0248,206676.7623,205925.9899,205702.1373,206733.8584,208150.609,209071.6972,209295.3888,209605.385,210773.2001,212947.8865,214470.8568,214820.13,214249.2457,214096.128,214861.3153,215490.5956,216116.6647,216471.5419,216538.2744,216501.0237,216564.2407,217071.0762,218096.0678,219324.7186,221033.5778,222560.9601,223304.0669,223603.7429,223365.0352,223411.7515,222640.5666
Dunsmuir,106016.9116,106236.059,106291.8651,106333.928,106481.3039,106501.2181,106438.7635,105909.9344,105204.4902,104465.2481,103970.5883,103715.1668,103634.7298,103589.3506,103308.392,102718.5149,102292.4616,101862.3024,101083.1351,100042.4154,99117.5839,98518.53835,98176.75715,98063.51576,98179.38215,98278.77746,98642.87159,99019.33122,99293.17361,99633.87455,99531.92925,99576.9979,99961.78933,101349.3419,102921.5255,104246.6686,105051.413,105857.1015,106570.6325,107589.0942,108891.8985,110472.2764,111585.4905,112433.3998,112754.2678,113544.3898,113979.1107,114429.7739,114875.7459,115507.1498,116359.2202,116861.7487,117888.7255,118593.5203,118702.7409,118776.0833,118714.1362,118890.8707,118995.0639,119766.5292,121308.7074,122545.4496,123044.2813,122912.737,123401.6006,123644.3031,123728.7799,123325.1601,123163.8743,123769.5545,124690.3482,126150.1825,127676.8743,128984.7398,129913.1224,130628.0436,130952.6177,131283.0625,131254.7274,131539.7076,131889.2623,132984.2598,134154.3483,134836.6183,134855.9832,134928.4222,135719.8201,136833.2992,137904.3324,139062.0586,140166.5076,140884.4576,141490.511,141915.7495,142391.8034,143235.7978,143980.6467,144897.2113,146018.5669,148037.702,149720.8968,151069.3872,152633.8648,155081.1628,157893.6671,160111.583,161708.6,162840.5895,164087.3693,165613.2982,167190.9378,168978.6298,170896.0495,173452.4611,175798.0628,177749.5551,178465.6488,179080.4301,179895.2032,180816.1509
Wofford Heights,116078.9552,116106.4019,116175.2228,116136.3257,116473.3635,116496.5949,116076.9828,116475.9184,116416.3665,116879.9315,116805.9757,116980.9061,116586.5193,115432.3169,114982.2518,114389.5462,113779.7758,113281.5127,113473.0494,114357.3836,113652.4606,112364.3917,111030.9856,111209.8962,112355.9044,114975.6509,117847.9778,120597.0512,122335.3637,123444.6293,122916.7429,121703.0664,120510.0422,120858.7244,122024.2813,123725.6775,126068.9629,128310.7558,129537.8699,129614.2016,129454.0421,129587.5611,128881.6108,128118.2985,128116.923,130005.2173,132319.0276,134155.5516,135484.2138,136334.3916,136845.2038,136918.4022,137126.402,137308.0164,136804.9072,135447.2407,134218.3213,133730.8876,134467.7745,135355.0745,136045.4996,136067.8669,135397.4354,135154.3136,135315.6843,135990.488,135595.1158,135200.7452,135095.2456,136353.9777,137379.8186,138103.6123,138960.416,139754.276,140822.901,141710.5453,141964.6051,141094.1907,139048.0902,137418.8193,136676.6244,137124.8923,137880.1271,138627.3045,139557.1787,141161.4986,142998.3845,144798.7258,145639.4053,146429.8362,146361.8584,146403.147,146858.6608,147754.5408,148553.4005,148387.7479,148142.2579,148347.4151,149335.1211,150417.4251,151574.0976,152471.5897,153442.4539,154179.8515,155342.3304,156225.3107,157224.9413,157962.2228,158870.0252,159492.5509,159805.0481,160628.224,162099.9122,163938.2532,164779.9732,164908.4791,164954.7336,165772.1017,166973.6243,167779.2882
Hopland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377591.2284,379798.4275,383862.6857,390429.8852,397777.6422,403639.8985,409759.2812,417788.5246,425657.122,431861.1923,434951.0893,437502.0438,441566.0319,445212.2048,450364.1907,455593.5764,462429.0183,467044.1908,471105.1053,472888.1964,476261.2521,479719.7279,485564.2917,490965.1589,498375.6684,506519.8356,515712.7225,521370.9097,524605.6874,527070.5614,530328.4525,535380.6044,541306.3204,545958.5445,547670.0094,547534.9292,546852.6629,546775.7798,547264.5565,549860.6778,552875.978,553854.1296,554776.3785,554339.3403,553414.6516,555741.8963,561203.6877,570874.4692,576535.9853,580634.3342,581440.9664,580858.2298,580692.5492,581449.2866,583370.4842
