Year,City,% All Families,% With related children of householder under 18 years,% Householder worked,% Householder 65 years and over,% less than high school graduate,% High school graduate,"% Some college, associate degree",% Bachelor's degree or higher,% No related children under 18,% 1-2 related children under 18 ,% 3-4 related children under 18,% 5 or more related children under 18,% No own children under 18,% 1-2 own children under 18 ,% 3-4 own children under 18,% 5 or more own children under 18,% Family size 2,% Family size 3-4,% Family size 5-6,% Family size more than 7,% No workers in Family,% 1 workers in Family,% 2 workers in Family,% 3 or more workers in Family,% Owner occupied,% Renter occupied
2018,Riverside ,10.4,17.1,7.2,7,26.8,12.3,7.3,1.7,3.2,14.7,24,41.4,4.4,15.1,26.7,82.7,6.4,10.4,16.5,13.7,28.6,18.7,3.4,0.9,5.3,18.3
2018,Rocklin ,1.8,2.1,0.5,0,N,N,N,N,N,N,N,N,1.2,1.8,1.6,100,N,N,N,N,9.9,1.4,0.8,0,0,5.6
2018,Roseville ,7.1,9.8,5.4,5.2,26.1,13.2,8.6,4.4,4.4,7.9,20.1,0,4.2,9.4,15.5,0,5,8.6,9.5,0,14.5,12.2,2,2.3,4.2,14.2
2018,Sacramento ,10,15,7.3,6.8,24.6,19,8.9,1.2,4.5,11.3,22.7,58.2,5.2,11.8,24.1,67,6.2,10.1,13.2,34.3,26.5,15.4,2.5,3.5,3.7,18.6
2018,Salinas ,14.7,19.2,11.9,9.7,21.7,13.8,10.2,2.9,7.4,12.8,31.5,42.2,8.8,14,31.4,55.1,10.2,16.3,16.4,16.6,41,30.1,7.1,0,6.3,21.3
2018,San Bernardino ,20.1,26,12,10.7,35.2,19.2,10.9,9.4,10.2,19.1,37.8,59.2,10.5,21,43.5,76.4,16.2,18.6,28.3,20.8,51.2,27.8,7.6,3.2,11.3,28.9
2018,San Buenaventura (Ventura) ,5.3,6.4,3.3,10.3,19.6,6.5,3,2.8,4.5,7.1,4.1,0,4.8,6.5,4.8,0,5.6,3.7,11.1,0,16.2,5.4,2.2,1.2,1,11.2
2018,San Clemente ,2.9,2.4,2.3,4.7,4.6,4.6,4,1.8,N,N,N,N,3.3,2.9,0,-,N,N,N,N,8.8,5.2,0,0,3,2.8
2018,San Diego ,8.4,13,5.2,5.2,21.2,13.7,10.6,2.5,4.5,10.1,23.1,72.4,4.9,10.7,23.1,65.1,5.9,9.4,12.1,23.3,24.1,13.5,1.7,1.9,3.2,14.7
2018,San Francisco ,5.1,7.6,2.9,5.8,13.1,8.5,7,2.3,3.6,7,13.8,0,3.6,7.4,12.7,0,5.7,4.1,5.9,5.1,18.7,8.2,1,1.5,2.7,7.8
2018,San Jose ,5,6.1,3,5.6,13.1,9.1,5.6,1.5,3.9,4.6,14.7,17.3,4,4.6,15.5,30.8,6,4,6.4,4.5,21.6,7.6,1.5,0.7,1.9,9.8
2018,San Leandro ,4.3,7.6,2.5,1.2,11,3.8,5.4,0.8,1.8,6.9,11.4,0,3.3,4.7,16.4,0,0.6,8,4.6,0,23,2.7,2,1.7,2.5,7.5
2018,San Marcos ,6.4,6.8,4.7,8.9,13.9,7.3,2.9,5.9,6.1,5.3,11.4,19.3,6.1,4.6,14.6,100,6.5,6.3,8.9,0,15.6,16.7,0,0,3.2,11.5
2018,San Mateo ,3.9,4.2,2.2,3.8,18.5,5.4,8.7,0.8,3.7,3.7,8.1,-,4.3,3.3,2.8,-,4.5,1.7,11.3,0,9.1,7.5,0.9,4.4,2.1,6.6
2018,San Ramon ,1.5,0.6,0.5,10.9,13.9,9.5,0,0.9,N,N,N,N,3.2,0.7,0,-,N,N,N,N,15.4,1.4,0,0,0.5,6.8
2018,Santa Ana ,11.3,15.5,9.4,12,17.1,9.9,7,4.2,6,10.3,26.2,41.4,5.9,11.8,33.3,56.1,11.3,8.5,15,13.5,39.2,23.3,3.9,1.3,6.3,15.9
2018,Santa Barbara ,7.7,11.9,6.7,2.4,14.6,9.6,14.7,1.8,5.1,9.6,22.7,-,5.3,11.2,18.8,-,8.3,8.3,4.4,-,18.2,13.2,2.4,0,1.8,13.6
2018,Santa Clara ,5.2,5.8,3.2,4.1,0,22.6,5.8,3.1,4.7,3.1,0,85.6,4.5,3.3,0,85.6,5.6,2.7,0,45,23.4,7.5,1.5,0,2.6,7.6
2018,Santa Clarita ,5.3,7.9,4.1,1.9,24.2,8,3.7,1.6,2.7,6.9,7.1,66.5,3.4,7.5,8,0,5.3,5.3,2.5,20.7,13.8,10.6,1.6,0.3,2.2,13.7
2018,Santa Cruz ,8.1,11.9,6,2.2,37.9,0,8.9,2.3,N,N,N,N,N,N,N,N,N,N,N,N,11.7,10.4,0.7,14.2,2,17.2
2018,Santa Maria ,9.1,14,7.9,0.9,15.7,6.2,6.5,0,1.9,8.5,19.8,62.8,2.9,7.8,25.1,83.3,4.4,11.6,11.9,2.6,24.4,19.5,1,0,1.9,15.9
2018,Santa Monica ,5.4,8,4.4,6.3,40.7,23.2,3.7,2.7,3.1,7.8,9.7,-,3,8.4,9.7,-,7.5,2.7,7.2,0,13.1,12.3,0.6,0,4,6.5
2018,Santa Rosa ,7,12.7,4.6,1.1,21.4,9.3,5.2,1,1.8,8.3,26.8,0,1.6,9.8,29.1,0,3.3,9.7,12.3,0,14.4,14.1,1.5,0,1,15.3
2018,Simi Valley ,4,6.5,1.2,0,22,6.2,3.4,1,2.1,4.8,15.2,56.9,2.2,5,17.5,0,1.8,3.6,11.5,6.8,15.4,6.2,1.2,1,1.6,14.4
2018,South Gate ,14.1,17.1,13,8.9,20.8,11.8,10.6,2.2,9,15.1,26.3,9.5,9.4,15.1,32,15.4,17.7,10.6,16.9,17.3,42.6,19.5,11.3,0,5.9,20.9
2018,South San Francisco ,3.3,5.1,2,4.4,8,4.9,3.4,1.7,N,N,N,N,N,N,N,N,2.9,3.9,3.1,0,10.9,4.8,1,2.8,2.2,6.2
2018,South Whittier,6.3,5.9,3.6,12.5,6.1,7,7.4,3,6.7,6.7,4.9,0,5.7,7.9,6.2,0,11.7,5.9,3.1,1.9,23.7,10.7,2.8,1,4.9,9.7
2018,Stockton ,16.6,25.3,12,6.1,24.1,21.4,14.4,3.4,5.3,22.4,29.9,55.7,6.8,24.4,28.8,58.7,10.8,21,19.8,14.2,41.8,23.1,3.9,0.5,5.3,26.4
2018,Sunnyvale ,2.4,1.3,1.4,4.9,6.8,3.5,5.2,1.2,3.4,1.2,2.8,0,3.3,1.2,2.8,0,5,0.4,2.5,0,15.2,1.6,1,1.1,2.9,1.8
2018,Temecula ,6.4,8.4,2.8,3.9,3.1,6.7,9.5,3.4,3.8,7.7,9,51.7,3.5,8.7,8.3,51.7,7.5,5.6,5.2,20.9,34.2,5.2,2.4,2.7,4.3,11.9
2018,Thousand Oaks ,3.4,5.1,3.5,2.2,11.4,7.6,1,2.9,2.2,5.1,5,-,2,5.8,6.5,-,2.6,4.2,3.3,4.6,7.7,5.8,1.5,0.7,1.5,8.5
2018,Torrance ,4,5.9,1.4,2.2,41,7.6,2.1,1.7,2.6,4.9,15,-,3.8,3.3,15,-,3.3,4,8.3,0,7,9.3,0.3,0,1.8,7.6
2018,Tracy ,4.8,7.4,3.7,3.8,8.5,8.4,3.4,1.3,1.2,7.5,7.2,0,1,8.6,8.1,0,4.1,4.2,7.1,0,17.3,10.6,1.2,0.9,2.3,10.3
2018,Turlock ,12.8,19.5,8.3,3.3,12.8,12.2,14.1,11.8,4.9,12.1,38.5,67.5,5.4,13.1,40.7,67.5,7.9,13.1,14.1,84.2,33.2,19.4,2.5,0,4.5,22.6
2018,Tustin ,6.7,8.4,4.7,10.9,9.4,7.4,10.4,3,5,9.3,6.6,0,4.4,9.5,12.1,0,11,7.5,0,0,39.7,14.6,0,0,0.9,12.4
2018,Union City ,2.5,3.8,1.1,1.7,6.2,6.5,0,1.5,N,N,N,N,1.4,3,10.9,-,1.7,2.6,4.2,0,20.5,3.3,0,0,2.6,2.4
2018,Upland ,9.6,13.1,5.3,5.2,27.3,3.4,12.6,5.8,6.4,11.1,22.4,0,7.5,11.1,18.7,-,9.1,9.7,11.5,0,22.1,19.9,1.5,0,5.4,15.7
2018,Vacaville ,5.8,7,4.5,5,21.5,5.8,6,2.6,4.6,7.2,6.4,0,4.9,7,6.6,0,9.9,3.8,1.4,0,13.2,9.3,1.8,0,2.6,12.7
2018,Vallejo ,5.7,8.4,4.9,2.5,5.5,17.4,2.5,0.6,3.2,7.4,8.2,63.6,3.2,8.2,18.8,0,7.4,4.2,3,15.4,17.4,7.7,2.1,1.5,1.8,12.4
2018,Victorville ,17.4,22.5,14.7,3.8,33.9,23,11.2,3.7,9.2,21.9,14.3,74.5,11.6,18.3,18.9,90.6,9.5,25.3,12.4,16.3,36.7,26.2,3.8,0,3.9,36.5
2018,Visalia ,10.8,16.4,9.7,5.3,17,26.7,5.9,1.4,3.2,12.1,24.4,71.1,7.3,8.4,24.5,78.4,4.5,9.9,22.3,55.5,27.3,16.1,3.2,2.6,6,18.5
2018,Vista ,6.3,11.5,6.1,4.5,11.3,13.3,4.2,0.7,0.5,6.4,27.8,36.3,2.2,6.5,27.7,59.1,0.7,5.6,22,9.3,1.3,15.8,2.4,1.9,2.3,10.8
2018,Walnut Creek ,4.8,4.8,2.2,4.7,0,10.4,11.2,3.5,4.8,5.3,0,-,4.7,5.4,0,-,4.9,5.3,0,-,13.2,2,3.5,0,2.3,11.8
2018,West Covina ,6.7,8.9,3.7,9.9,13.7,9.6,5.4,4.4,4.7,7.4,11.6,75.3,5.9,7.2,3.5,75.3,6.7,5.9,7.3,13.6,28.9,7.6,2.8,0,5.3,9.5
2018,Westminster ,13.9,16,7.9,12.6,25.5,17.2,15.4,3.7,12,12.8,29.9,-,11.7,13.4,31.9,-,13.8,15.3,12.5,5,37.9,16.3,5,1.5,4.1,24.1
2018,Whittier ,5.6,7.6,2.9,7.3,12.6,9,6.4,0.6,3.7,6.6,10.4,100,3.6,7.9,13,-,3.5,7.1,2.6,13.2,27,9,2.4,0,3.5,9.1
2018,Yorba Linda ,5.1,6.2,0.2,3.8,11.9,13.7,3.3,4.2,4.3,7,3,-,4.2,7.2,3,-,7.3,3.7,2.7,0,23.2,4.4,0,0,2.2,25.9
2018,Yuba City ,11.3,16,12,6.7,23.7,17.3,5.3,5.7,7.1,16.4,14.4,0,9.1,14.3,16.1,0,11.3,11.6,2,42.2,15.8,14.7,8.7,0,5.3,21.5
2019,Alameda ,6.6,10.1,3.1,4.2,34.1,3.5,15.6,1.6,3.4,9.5,15.4,-,3.2,11,10.3,-,7.7,5.3,5.9,21.9,26.6,8.9,0.5,2.8,0.4,15
2019,Alhambra ,4.2,5.7,1,5.1,1.7,8.7,4.8,2,3.2,4.2,26.6,0,2.8,5,26.6,0,5,0.9,14.2,0,13,8.8,0.5,1.3,2.7,5.7
2019,Anaheim ,9,14.9,5.4,7.7,19.8,15.1,3.3,2.4,3.8,11.7,23.9,48,3.7,14.1,25.5,82.1,6.8,8.4,12.8,16.1,29.9,17.6,3.3,1.2,2.2,15.3
2019,Antioch ,13,21.3,10.8,14.2,29.9,3.5,13.6,6.8,6.2,14.4,35,100,7,13.6,45.7,-,11.1,9.3,30.1,3.8,32.3,19.2,7.2,0,6.2,27.9
2019,Apple Valley town,7.9,16.4,5.9,6.3,13.3,18.5,4.2,0,1.7,16.4,18.7,0,3.1,17,13,0,2.5,10.8,15,0,11,14.4,0,0,1,21.7
2019,Arden-Arcade,14,21.9,13.6,0.9,38.3,23.8,14.4,3.4,6.8,16.2,32.7,71.8,7.1,16.2,35.6,0,6.4,23.2,9.9,26.6,18.6,22.1,5,6,2,24
2019,Bakersfield ,11.2,15.5,8,5.5,25.9,11.8,9,3.1,6,11.5,25.3,27.8,6.1,11.7,30.2,17.9,8.4,11.4,15,18.4,31.8,16,3.8,0,5,22.4
2019,Baldwin Park ,9.5,12.8,6.4,8.4,8.6,14.1,8.9,2.7,6.5,11.2,14.6,35.7,5.3,16.1,22.3,-,17.6,3.6,10.4,9.2,38.3,10.8,5.6,1.9,3.3,18.4
2019,Bellflower ,7.4,11.8,5,6.7,15.5,4,3.8,7.5,3.1,9.4,22,-,3.3,9.6,29.1,-,6.2,7,13.4,0,10.6,17.6,3.7,0,5.4,9
2019,Berkeley ,1.2,0.3,0.8,0.4,12.5,0,2.4,0.6,N,N,N,N,2,0,0,0,1.9,0.3,0,0,3.9,1.8,0.4,0,1.2,1.2
2019,Buena Park ,4.5,6.8,3.3,0,6.5,3.7,2.1,5.9,3.3,6.9,6,0,3.1,7.8,7.4,0,4.1,4.9,5.4,0,3.1,10.6,0,2.5,1.1,10.2
2019,Burbank ,4.3,6.6,2.4,2.5,4.7,12.3,4.6,2.7,2.5,7.3,0,-,2.8,7.1,0,-,5.2,2.7,8.7,0,13.5,5.8,2,0,0.6,9
2019,Camarillo ,3.1,3.2,0.2,4.4,0,5.9,5.9,0.8,N,N,N,N,N,N,N,N,2.3,3,8.2,0,7.7,5.7,0,0,2.5,4.3
2019,Carlsbad ,2.9,5.2,1.5,2.3,0,8,4.6,2,1,4.8,9.1,-,1.5,4.2,9.1,-,2.8,2.5,6.5,-,6.5,6.5,0,0,2,5.3
2019,Carmichael,5.1,7.7,3.6,1.9,8.8,9.6,3.9,4,2.7,6.8,22.1,0,4,5.2,25,0,4.8,5.4,6.1,0,0,11.7,1.7,0,2.1,9.9
2019,Carson ,4.6,7.8,2.5,5.6,11,4.2,4.2,2,2.6,2.7,36.4,-,2.7,2.5,43.7,-,5.2,0.7,10.9,0,16,11.3,0.8,0,2.4,10.8
2019,Chico ,10.5,15.7,7.8,6.1,44.5,17.3,11.5,0.8,5.2,18,3,100,6.2,17.7,3.1,-,12.9,8.6,6.8,15.2,21,22.7,0.1,1.5,3.9,19.7
2019,Chino ,4.6,5,2.3,12.4,14.6,2.3,4.9,0.9,4.3,5.1,4.4,-,4.7,4.3,4.8,-,5.8,5.3,0,0,24.5,5.4,0.6,0,3.1,7.4
2019,Chino Hills ,2.6,2.9,1.5,1,28.8,0,4,1.5,N,N,N,N,N,N,N,N,4.4,1.4,1.7,0,2.2,6.9,0.4,0,2.5,2.7
2019,Chula Vista ,7.4,9.1,3.9,4.7,21.1,6.7,5.5,3.2,5.7,9,10.1,0,6.4,9.3,6.5,0,5.1,10.6,3.7,1.9,30.7,10.5,1.3,0,4.1,13.1
2019,Citrus Heights ,6,10.8,3.9,3.9,11.3,9.2,5.2,3,2.5,9.7,17.2,100,4.9,6.2,18.4,100,3.3,8.5,12.6,0,13,7.8,3.2,0,2.8,14
2019,Clovis ,5.8,7.4,3.4,0.9,14.5,11.6,6.7,1.8,3.6,6.3,11.8,-,4,6.1,12.6,-,4,6.6,8.7,0,23.8,7,1.8,0,4.1,10.1
2019,Compton ,10.1,12.2,6.9,10,15.4,13.1,2.3,1.6,7.5,8.4,19.1,20.5,7.3,7.8,27.1,39,3.9,12.2,12.1,10.8,30.6,16.6,3,2.1,5.7,17.6
2019,Concord ,7.3,12,5.5,0,35.8,7.3,2.2,4.9,3.3,11.5,16.4,0,3.1,12.4,20.2,0,8.5,6.7,7.9,0,13.2,21.5,0.4,0,1.2,17.4
2019,Corona ,7.5,12,5.9,8.6,13.2,14.2,5.4,2.8,3,12.1,12.1,0,2.9,13.1,13.9,0,7.7,7.5,8.4,0,29.3,11.2,2.8,3.3,3.8,14.3
2019,Costa Mesa ,6,7.5,4.7,0,10.6,13.6,0.7,5.8,4.2,5.6,17,-,3.9,6,18.6,-,2.5,7.1,10.5,0,19.7,9.9,3.4,0,0,11
2019,Daly City ,2.4,2.4,1.9,1.6,0,0.6,5,1.9,N,N,N,N,N,N,N,N,2.1,3.4,0,0,8.7,3.8,1,0,0.7,5.4
2019,Davis ,6.3,6.9,1.8,7.3,42.5,10.8,21.1,0.5,N,N,N,N,8.2,3.3,0,0,6.8,6.4,0,0,23.4,6.7,0.8,0,1.4,15
2019,Downey ,7.1,10.3,3.9,9,18.2,7.1,4.6,3.7,3.8,10.6,9.1,-,4.2,10.7,9.9,-,6.7,6.8,8.1,7.4,30,12.1,1.8,0.9,3.5,10.4
2019,East Los Angeles,14.3,22.3,10.5,10.9,17.6,13.7,11.3,0,5.1,19.3,27.6,45.8,7.1,21.3,32.1,100,6.6,14.1,22.6,16.7,40.2,23.5,7.4,0.7,6.7,19
2019,El Cajon ,11.8,16.1,8.2,8.5,14.6,14.3,12.9,6.9,6.8,11.1,46.4,57.4,7.6,10.5,48.8,63.7,7,8.6,33.8,24.9,46.4,6.7,8.7,5.8,3.1,18
2019,Elk Grove ,5.4,6.9,3.5,4.4,20.8,6.1,5.8,1.9,3.9,6.1,12.2,0,4,6,12.2,0,6.2,3.2,8.3,22.8,8.9,12,2.3,0,3.2,12.1
2019,El Monte ,12.7,20.4,11.5,7.2,14.5,10.9,8.3,17.9,6.7,13.7,40.2,100,9.7,11.3,41.6,100,10.4,10.8,20.2,9.9,33.5,17.1,8.4,1.8,1.4,19.5
2019,Escondido ,13.4,22.4,9.6,7.6,30.3,28.5,6.5,1.1,5.7,19.3,33,41.3,7.2,18.8,35.9,41.3,8.8,14.7,22.5,0,37.8,21.2,2.3,0,4.6,24.3
2019,Fairfield ,7.3,9.9,6.6,2.3,16.8,5.4,7.9,5.5,4.7,9.2,11.9,72.5,4.4,10.3,16.9,0,6.3,9.3,4.7,4,18.2,12.7,2.3,0,6,9.5
2019,Florence-Graham,18.1,23.1,15.8,16.3,23.3,14.2,5.6,6.9,9.2,20.1,31.9,22.4,8.5,25.1,48.7,27,22.5,15.4,21.7,15.8,39.9,35.5,10.5,4.2,2.9,29.1
2019,Folsom ,3.2,3,1.8,5.7,N,N,N,N,3.4,3.5,0,0,3.3,3.6,0,0,6.3,1.4,0,0,16.8,5.2,1.1,0,3.8,1
2019,Fontana ,9.4,11.1,5.1,10.2,17.5,7.6,11.2,2,7.3,8.4,16.3,68.3,7.7,8.9,14.8,100,10.2,7.4,8.7,26.8,45,9.7,3.4,3.4,5,19.4
2019,Fremont ,1.8,2.1,0.8,2.4,0,4.7,1.3,1.5,1.6,1.4,7.7,0,1.7,1.3,8.4,0,2.8,1.3,1.7,0,12.2,1,1.1,0,1,3.3
2019,Fresno ,19.1,27.4,13.1,10.5,34.2,22.9,15.9,5.6,7.8,21.7,39.3,53.1,9.9,22.4,40.5,50.5,15,18.8,24.2,34.2,50.1,26.1,4.6,2.2,8.1,30.6
2019,Fullerton ,5.7,9.8,5,3.3,11.7,18.5,4.8,1.7,2.3,8.2,25.3,0,2.4,8.2,31.3,0,7,2,12.3,16.6,14.7,9.8,1.9,1.8,2.5,9.8
2019,Garden Grove ,8.8,11.2,4.6,11.8,15.2,9.4,7.6,3.9,6.6,8.3,24.8,0,6,9.2,31.4,-,12.9,7,7.4,6.9,34.4,12.4,2.3,1.1,2.2,16.6
2019,Glendale ,9.2,14.1,6,5.5,8.5,18.5,10.2,3.7,5.5,10.7,45.9,0,5.5,11.1,52.9,0,6.6,10.8,13.6,0,23.6,15.8,2,1.8,3.6,12.5
2019,Hawthorne ,14.3,21.1,11.4,2.5,22.1,19.7,13.1,4.1,4.7,16.7,26.3,100,5,19.6,23.2,100,15.2,13.1,4.5,60.3,29.9,29.5,2.1,0,3.9,19.2
2019,Hayward ,5.2,7.9,2.6,2,8.7,8.6,3.4,2.2,2.5,7.7,5.7,43.6,2.4,8.8,6.8,55.4,6.4,3.7,6.5,8.3,28.1,6.1,1.3,0.6,1.9,9.9
2019,Hemet ,15.4,24.8,12.3,10.6,39.7,10.5,9.3,14.2,7.5,22.8,37.2,0,8.2,23,38.9,0,10.7,18.3,26.4,0,23.8,13.8,9.2,0,6.3,32.5
2019,Hesperia ,11.7,12.6,8.1,7.9,15.8,14.4,8.8,6.9,10.3,10.4,21.7,0,8.8,13.1,20.5,-,18,8.7,11.7,0,25.1,17.4,1.4,0,7.2,18.9
2019,Huntington Beach ,4.9,9.4,3.1,2.4,18.8,5.9,5.7,1.9,2.4,4.7,23.3,90.3,2.8,3.8,25.9,90.3,2.2,4.4,13.6,40.9,9.6,11.2,1,0,1.4,10.4
2019,Indio ,7.2,12.2,5.3,8,10.7,18,3.6,0.7,4,9.2,29.8,-,5.1,10.2,21.1,-,7.2,6.9,0,28.3,13,10.5,0,3.9,5.4,14.2
2019,Inglewood ,12.1,17,9.6,14.6,20.5,10.4,8.4,10.9,7.8,14,26.6,19.7,7.4,15.9,29.4,27,12.5,11,17.4,4.9,43.5,14,9.3,0,6.2,15.7
2019,Irvine ,8.5,7.3,3.4,9,57.1,13.4,13.8,5.9,9.8,7.1,9.2,0,10.2,6.6,9.4,0,12.3,6.3,6.1,0,42.2,6.4,2.3,0.8,6.2,11
2019,Jurupa Valley ,10,15.1,8.7,5.2,19,7.1,8.7,1.5,2.2,13.6,14.9,24.3,2.8,13.6,17.6,35.2,4,8.8,17.6,12.4,20.5,18.3,7.2,0,4.5,19.7
2019,Laguna Niguel ,1.9,1.9,1.7,1,7.9,0,1.2,2,N,N,N,N,N,N,N,N,2.4,1.7,0,0,0,6.1,0,0,1.5,3.2
2019,Lake Elsinore ,5.8,9.1,4.7,0,13.6,13.2,2.5,1.5,0.8,6.8,15.3,0,0.7,7.5,19.8,0,1,8.7,8.4,0,20.9,12.1,0,0,2.1,18.1
2019,Lake Forest ,3.7,5.6,2.6,2.5,48.6,0,3.7,1.9,1.8,4.2,5.7,100,1.7,4.5,7.3,100,2.4,3.8,2.2,77.1,12.8,7.9,0.9,1.4,1.5,10.6
2019,Lakewood ,5.4,9,1.5,7.6,2.3,10.9,5.5,3.2,2.4,8.8,14.1,0,4.7,7.3,0,0,2.8,8.4,1.4,0,29.7,4.3,0.6,0,3.6,9.9
2019,Lancaster ,13.2,15.5,5.2,18.2,20.8,14.8,11.8,7.7,10.1,11.7,21.9,51.1,11.9,11.2,18.3,50.5,12.8,11.8,17.2,16.1,50.4,9.8,2.7,0,4.6,23.7
2019,Livermore ,3,5.1,1.6,7.9,N,N,N,N,N,N,N,N,N,N,N,N,2.1,4.5,0,0,13.8,3.8,0.6,0,1.7,7.3
2019,Lodi ,6.9,11.9,7.1,2.3,1.2,21.2,3.6,0,0.6,5.8,15.2,100,0.9,5.6,18.5,100,0.6,5.8,13.9,39.1,4.9,18.4,0.5,2.6,2.3,12.9
2019,Long Beach ,10.6,16,7.5,4.8,21.5,16.8,10.7,1.8,5.6,12.9,26.6,56.3,5.7,13.9,30.1,72.9,9.3,9.2,17.9,12.7,28.4,19.1,3.2,0.8,2.4,17.5
2019,Los Angeles ,12.1,19.1,8.6,9.1,23.2,16.1,9.8,4.1,6.1,14.8,34.8,48.3,7,15.7,36.3,59.6,9.6,11.8,18.4,19.2,38.6,19.8,3.8,2.2,4,18.7
2019,Lynwood ,13.4,14,10.3,10.2,14.4,17,11.9,0,12.5,6.7,42.1,16.6,11.2,7.1,36,100,15.7,8.9,17.7,9.2,42.1,24.9,4.4,0,3.9,22.5
2019,Madera ,18.7,22.1,16.8,19,34.3,6.7,9.4,4.5,9.1,12.1,49.7,17.7,7.8,14.1,54.7,17.7,18.3,9.4,36.5,25.9,29.5,30.1,10,5.5,6.4,31
2019,Manteca ,8.4,12.8,4.1,16.3,22,5.4,9.4,3.7,4.4,10.6,17.3,52.1,7.1,9.5,12.3,0,7.9,4.1,21.4,13.7,28.5,5.2,4.2,3.1,3.8,22.9
2019,Menifee ,6,8.5,3.9,3.5,3,11.3,1.7,9.2,3.5,8.9,8.1,0,3.7,8.5,9.3,0,2.8,9.2,7.3,0,14.5,9.4,0.9,0,3.4,14.7
2019,Merced ,19.4,24.6,14.2,12.2,33.8,25.4,14.4,0,11.9,20.2,42.8,18.5,11,22.9,44.7,19.5,14.6,22.9,25.2,12.4,49.1,30.9,5.4,0,8.1,30
2019,Milpitas ,0.7,0.6,0.3,1.3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0.3,1.4
2019,Mission Viejo ,2.3,1.5,1.3,4.3,5.3,4.7,1.6,2.1,2.8,1.7,0,0,2.6,1.8,0,0,3.9,1.1,0,0,7.6,2.7,1.1,0,2.1,3.1
2019,Modesto ,7.7,11.6,3.6,4.1,16.3,7,7.7,0.6,3.7,10.6,12.9,25.1,4.4,10.2,16.3,15.9,5.3,7,14.9,10.4,21.7,7.9,3,1.1,2.4,15.2
2019,Moreno Valley ,10.2,13.4,7.6,6.4,14,7.8,9.8,9.6,5.7,8.8,24.6,19.7,5.2,10,31.3,24.9,9.7,9.1,14.3,4.8,26.9,16,3.4,0.9,4.4,19.3
2019,Mountain View ,2.1,0,1.6,5.3,0,0,3,2.4,N,N,N,N,3.7,0,0,-,N,N,N,N,15.1,2.3,1.1,0,0,4.2
2019,Murrieta ,4.7,5.3,3.8,4.7,7.1,6.7,7,0.9,3.9,2.3,13.6,42.9,3.4,2.5,18.3,-,4.3,4.4,4.9,9.6,11.1,6.7,3,1.2,1.9,12.3
2019,Napa ,4.3,6.2,4.3,6.1,14.9,5.3,3.2,0.6,2.9,5.7,9.8,0,3.6,4.6,10.6,0,4.3,5.7,0,0,3.8,12.9,1,0,1.8,8.8
2019,Newport Beach ,4.8,8,2.8,0.4,0,17,3.3,4.6,N,N,N,N,2.7,8,9.6,-,4.9,5.8,1.8,0,6.3,10.1,0.3,0,3.3,8.7
2019,Norwalk ,4.6,4.4,2,7.8,7.1,4.7,3.4,4.8,4.8,4.3,4,16.1,4.4,4.7,5,50,8.3,2.6,5.7,0,23.6,2.4,3.8,0.9,3.9,6.5
2019,Oakland ,11,15.5,5.8,9.1,28.9,15.8,10.9,3.4,6.6,13.8,19.8,83.1,7.7,14,17.9,90.1,8.4,11,20.8,5.9,43.1,13.9,2.6,0.5,2.9,19.1
2019,Oceanside ,3.9,7.4,4.4,1.5,3.8,16.3,1,1.9,1.3,5.2,13.8,9.9,1.3,5.4,17.8,20.9,1.7,3.5,11.6,13.5,3.8,8.4,1.4,2.3,2,7.7
2019,Ontario ,10.5,14.5,7,5.6,14.9,10.1,10.5,5.2,5.7,10.7,25.2,0,4.7,13.2,30.2,0,8.4,11.8,11.6,5.1,31.3,21.3,3,2.9,4.5,18.6
2019,Orange ,4.9,8.9,4.3,2,12.8,7.5,1.5,3.6,1.3,6.5,19.3,-,1.4,7,18.7,-,2.5,4.7,6.9,50.1,11.5,6.6,2.3,4.9,1.8,9.9
2019,Oxnard ,9.9,14.9,6.5,5.8,22.8,12.8,0.7,0.7,4.1,10.2,29.6,36.8,4.7,10.8,36.6,41.5,6.6,10.2,14.1,5.9,34,20.6,2.3,0.6,4,17.9
2019,Palmdale ,12,15.1,7.8,7.8,18.3,12.1,11.1,6,8.1,8.6,31.8,13.4,8.7,9,32.8,19.2,11.9,13.3,10.9,7.1,45.3,16.4,4.4,0,5.5,26.2
2019,Palo Alto ,2.6,3.4,1.1,2.3,11.1,0,2.9,2.4,N,N,N,N,N,N,N,N,N,N,N,N,11,1.7,0,3.5,0.9,5.7
2019,Pasadena ,6.1,8.2,2.6,6,18.7,14,3.6,3.2,4.8,9.1,0,0,5.3,8.4,0,0,5.7,7.4,4.5,0,29.6,8.1,0.8,0,3,8.8
2019,Perris ,6.4,7.9,6.9,15.2,4.9,5.6,11,0,N,N,N,N,5.5,4.5,11.4,100,9,8.4,0,17.4,27.1,10.8,4,1.3,3.6,13.3
2019,Pittsburg ,9.4,11.4,7,12.6,17.9,16.6,1.8,6.8,7.2,8.3,21.8,0,6.7,11.7,18.8,0,10.7,7.3,10.8,10.1,37.3,13.3,2.2,0,6.4,13.4
2019,Pleasanton ,3,4.2,1.9,1,N,N,N,N,1.8,4.6,0,0,1.7,4.8,0,0,0.5,5.6,0,0,13.1,2.3,1.6,0,0.5,9.3
